sample_index,immune_score,epi_score,driver_gene_score
T0_A10.S73,-0.59896886,-0.05090114,-0.6220087
T0_A11.S81,1.5973518,-0.05090114,1.168547
T0_A12.S89,0.88233787,-0.05090114,0.31554875
T0_A1.S1,1.2037232,-0.05090114,0.6779387
T0_A2.S9,0.0997576,-0.05090114,0.7769907
T0_A3.S17,0.4945576,-0.05090114,1.026094
T0_A4.S25,-0.29180014,-0.05090114,0.3376889
T0_A5.S33,0.6618959,-0.05090114,0.9502024
T0_A6.S41,-0.9193339,-0.05090114,-1.8594313
T0_A7.S49,0.91021705,-0.05090114,0.81184083
T0_A8.S57,1.3921101,-0.05090114,1.4448432
T0_A9.S65,0.7624149,-0.05090114,0.25644532
T0_B10.S74,1.0249798,-0.05090114,1.1173377
T0_B11.S82,1.0105802,-0.05090114,0.40647817
T0_B12.S90,0.19537438,-0.05090114,-0.07635663
T0_B1.S2,0.71992856,-0.05090114,0.16078885
T0_B2.S10,1.2620039,-0.05090114,0.9334882
T0_B3.S18,-0.8492149,-0.05090114,-0.19774577
T0_B4.S26,1.6052012,-0.05090114,1.55645
T0_B5.S34,0.10556681,-0.05090114,-0.13018161
T0_B6.S42,0.49949694,-0.05090114,0.43503624
T0_B7.S50,0.9399993,-0.05090114,0.9129243
T0_B8.S58,0.5717412,-0.05090114,-0.08841059
T0_B9.S66,1.082165,-0.05090114,0.8986914
T0_C10.S75,1.7655536,-0.05090114,1.8865418
T0_C11.S83,0.7601579,-0.05090114,0.6283739
T0_C12.S91,1.579892,-0.05090114,1.0178412
T0_C1.S3,1.584167,-0.05090114,1.416127
T0_C2.S11,0.91849273,-0.05090114,1.3292238
T0_C3.S19,0.8948118,-0.05090114,0.9515428
T0_C4.S27,1.2774626,-0.05090114,0.2843806
T0_C5.S35,0.60488254,-0.05090114,1.1562752
T0_C6.S43,1.1807641,-0.05090114,0.7679903
T0_C7.S51,1.7865517,-0.05090114,1.5505785
T0_C8.S59,1.7148787,-0.05090114,1.882892
T0_C9.S67,-0.17899978,-0.05090114,-0.1736817
T0_D10.S76,0.63401324,-0.05090114,0.97765034
T0_D11.S84,0.9574784,-0.05090114,1.5812963
T0_D12.S92,1.6498134,-0.05090114,1.3799832
T0_D1.S4,0.9321761,-0.05090114,0.5704199
T0_D2.S12,1.6517774,-0.05090114,1.2669858
T0_D3.S20,0.78668994,-0.05090114,0.5883348
T0_D4.S28,0.7733704,-0.05090114,0.9792556
T0_D5.S36,1.1056597,-0.05090114,1.4714062
T0_D6.S44,0.32982585,-0.05090114,0.47358042
T0_D7.S52,0.36234337,-0.05090114,0.15337567
T0_D8.S60,0.19237275,-0.05090114,-0.19619708
T0_D9.S68,0.95248455,-0.05090114,0.8963792
T0_E10.S77,1.1463475,-0.05090114,1.6542999
T0_E11.S85,1.2312474,-0.05090114,0.36174908
T0_E12.S93,-1.4392756,-0.05090114,-1.2977536
T0_E1.S5,0.7078007,-0.05090114,0.38167492
T0_E2.S13,1.7808964,-0.05090114,1.7808278
T0_E3.S21,0.76863897,-0.05090114,0.40481874
T0_E4.S29,0.8753588,-0.05090114,1.1826427
T0_E5.S37,0.9874334,-0.05090114,1.1395872
T0_E6.S45,1.1705769,-0.05090114,0.8828734
T0_E7.S53,-0.24582154,-0.05090114,0.23935552
T0_E8.S61,0.011976358,-0.05090114,-0.23718154
T0_E9.S69,-0.22533584,-0.05090114,-0.26114446
T0_F11.S86,0.55853164,-0.05090114,0.7376858
T0_F12.S94,1.2476825,-0.05090114,1.1751535
T0_F1.S6,1.7646292,-0.05090114,1.9596168
T0_F2.S14,0.76686466,-0.05090114,0.096815795
T0_F3.S22,1.172535,-0.05090114,1.290854
T0_F4.S30,1.184845,-0.05090114,0.5333198
T0_F5.S38,0.4629644,-0.05090114,0.42025802
T0_F6.S46,0.6519766,-0.05090114,0.72697043
T0_F7.S54,0.7077215,-0.05090114,0.7818674
T0_F8.S62,1.2447937,-0.05090114,0.8888797
T0_G10.S79,0.9752229,-0.05090114,0.777791
T0_G11.S87,1.3658776,-0.05090114,1.627901
T0_G12.S95,1.378496,-0.05090114,0.7814787
T0_G1.S7,0.4457209,-0.05090114,0.7224283
T0_G2.S15,1.6231215,-0.05090114,1.270497
T0_G3.S23,1.0175369,-0.05090114,0.8568546
T0_G4.S31,0.70762694,-0.05090114,0.54777193
T0_G5.S39,0.7452259,-0.05090114,0.40542495
T0_G6.S47,0.67365736,-0.05090114,0.55211353
T0_G7.S55,-0.034162644,-0.05090114,-0.13777763
T0_G8.S63,0.7599559,-0.05090114,0.5158922
T0_G9.S71,0.5346463,-0.05090114,0.5511696
T0_H10.S80,-0.27211052,-0.05090114,-0.7965144
T0_H11.S88,1.7096577,-0.05090114,2.0690422
T0_H12.S96,-0.62542665,-0.05090114,-0.56243914
T0_H1.S8,0.928061,-0.05090114,1.1048088
T0_H2.S16,0.8640637,-0.05090114,1.0797966
T0_H3.S24,0.32200664,-0.05090114,0.0020820259
T0_H4.S32,0.4887147,-0.05090114,0.60775703
T0_H6.S48,1.1297134,-0.05090114,0.1824197
T0_H7.S56,-0.53205854,-0.05090114,-1.1211323
T0_H8.S64,0.27554682,-0.05090114,-0.6198446
T0_H9.S72,-0.31424782,-0.05090114,-1.4045513
T0_A10.S361,0.874885,-0.05090114,1.4109939
T0_A1.S289,0.5416486,-0.05090114,0.6718369
T0_A2.S297,0.076081134,-0.05090114,-0.19899315
T0_A3.S305,0.4034138,-0.05090114,0.92540973
T0_A4.S313,1.0191821,-0.05090114,0.92276967
T0_A5.S321,1.2267734,-0.05090114,2.1396012
T0_A6.S329,0.74402237,-0.05090114,0.9705144
T0_A8.S345,1.1959698,-0.05090114,0.9211937
T0_A9.S353,-1.7436472,-0.05090114,-1.9769061
T0_B10.S362,0.71327275,-0.05090114,1.1049424
T0_B11.S370,1.9021571,-0.05090114,1.5111377
T0_B12.S378,-0.1590661,-0.05090114,0.6587223
T0_B1.S290,1.4461094,-0.05090114,1.3364958
T0_B2.S298,0.9928069,-0.05090114,1.0476601
T0_B3.S306,0.9369986,-0.05090114,1.0886219
T0_B4.S314,-0.017967755,-0.05090114,-0.18942723
T0_B5.S322,1.0342135,-0.05090114,0.74799263
T0_B6.S330,0.87338394,-0.05090114,0.11881836
T0_B7.S338,0.74534076,-0.05090114,1.105449
T0_B8.S346,-0.35296416,-0.05090114,-0.52670443
T0_B9.S354,1.4665357,-0.05090114,1.0137991
T0_C10.S363,1.9732088,-0.05090114,1.8942411
T0_C11.S371,0.6927034,-0.05090114,0.47231537
T0_C1.S291,1.6640285,-0.05090114,1.7896906
T0_C2.S299,1.300656,23.707651,1.5443723
T0_C3.S307,0.5921715,-0.05090114,0.59133816
T0_C4.S315,1.4080055,-0.05090114,1.824103
T0_C6.S331,1.2213786,-0.05090114,0.6587421
T0_C7.S339,1.2209414,-0.05090114,1.2880338
T0_C8.S347,1.1193357,-0.05090114,1.2969978
T0_C9.S355,0.93212163,-0.05090114,0.98404455
T0_D10.S364,-0.49706364,-0.05090114,-0.019086594
T0_D11.S372,1.4720008,-0.05090114,1.5133375
T0_D1.S292,1.4172946,-0.05090114,1.4269139
T0_D2.S300,1.5719416,-0.05090114,1.8188362
T0_D3.S308,1.366537,-0.05090114,1.2684443
T0_D4.S316,0.593073,-0.05090114,0.2293857
T0_D5.S324,1.0463642,-0.05090114,1.5568581
T0_D6.S332,-0.5547008,-0.05090114,-0.7769794
T0_D7.S340,0.8888996,-0.05090114,1.223149
T0_D8.S348,1.742546,-0.05090114,1.8736988
T0_E10.S365,0.020600067,-0.05090114,1.0584111
T0_E11.S373,0.7974484,-0.05090114,0.77914697
T0_E1.S293,0.29280812,-0.05090114,0.31753033
T0_E2.S301,1.335067,-0.05090114,1.1433141
T0_E3.S309,1.424341,-0.05090114,1.8084462
T0_E4.S317,0.28570774,-0.05090114,0.55392426
T0_E5.S325,0.7845294,-0.05090114,1.0506712
T0_E6.S333,1.7979231,-0.05090114,1.5597864
T0_E7.S341,1.4037781,-0.05090114,1.6815618
T0_E8.S349,0.78655374,-0.05090114,0.7876961
T0_E9.S357,0.7847254,-0.05090114,1.0786631
T0_F10.S366,0.9316201,-0.05090114,1.0055379
T0_F11.S374,1.176148,-0.05090114,1.375672
T0_F1.S294,-0.40090474,-0.05090114,0.047676165
T0_F2.S302,0.40487427,-0.05090114,0.48272339
T0_F3.S310,-1.0079871,-0.05090114,-1.3248262
T0_F4.S318,0.7781766,-0.05090114,0.88744384
T0_F5.S326,1.9110565,-0.05090114,2.0341742
T0_F6.S334,1.3711343,-0.05090114,0.707417
T0_F7.S342,0.7560383,-0.05090114,1.4712627
T0_F8.S350,2.095251,-0.05090114,1.4382905
T0_F9.S358,0.33464095,-0.05090114,0.5671149
T0_G10.S367,1.4450935,-0.05090114,1.6946629
T0_G11.S375,1.1611373,-0.05090114,0.9408225
T0_G1.S295,1.8302252,-0.05090114,1.2959863
T0_G2.S303,1.2127811,-0.05090114,1.4983017
T0_G3.S311,1.3129184,-0.05090114,1.7929932
T0_G4.S319,0.76968706,-0.05090114,0.8757025
T0_G5.S327,0.88403845,-0.05090114,0.72930956
T0_G6.S335,0.9573586,-0.05090114,0.2475807
T0_G7.S343,0.9000353,-0.05090114,0.6533784
T0_G8.S351,-0.476972,-0.05090114,-0.53125614
T0_G9.S359,0.7130703,-0.05090114,0.5869799
T0_H10.S368,0.7523322,-0.05090114,1.934032
T0_H11.S376,-0.1467927,-0.05090114,-0.22193433
T0_H1.S296,-0.363584,-0.05090114,-0.3647959
T0_H4.S320,0.6377763,-0.05090114,0.62688076
T0_H8.S352,-0.38060915,-0.05090114,-0.5294188
T4_C5.S152,-0.897155,-0.05090114,-1.2431399
T4_A10.S190,-0.42118055,-0.05090114,-0.32524836
T4_A11.S198,0.6173114,-0.05090114,0.41960585
T4_A12.S206,-0.44842947,-0.05090114,-0.6734821
T4_A1.S118,0.28347,-0.05090114,0.3422105
T4_A2.S126,-0.8877416,-0.05090114,-0.4258848
T4_A3.S134,-0.01050252,-0.05090114,0.41021428
T4_A5.S150,-0.008629156,-0.05090114,-0.23783512
T4_A6.S158,-0.5854816,-0.05090114,0.018328689
T4_A7.S166,0.7528347,-0.05090114,0.58720416
T4_A8.S174,-1.545662,-0.05090114,-1.9520929
T4_A9.S182,-0.10000315,-0.05090114,-0.7006143
T4_B10.S191,-0.32605833,-0.05090114,-0.63329977
T4_B11.S199,0.37855658,-0.05090114,0.28980088
T4_B12.S207,0.9134761,-0.05090114,0.9719128
T4_B1.S119,-0.66533023,-0.05090114,0.5412238
T4_B3.S135,-0.28713998,-0.05090114,-0.34904543
T4_B4.S143,-1.0218189,-0.05090114,-1.2258245
T4_B5.S151,-0.34911346,-0.05090114,-0.4258484
T4_B6.S159,-2.2338624,-0.05090114,-2.1978822
T4_B8.S175,-1.5142555,-0.05090114,-0.63884735
T4_B9.S183,0.14669862,-0.05090114,0.22326624
T4_C10.S192,0.7886682,-0.05090114,0.9314914
T4_C11.S200,-0.034755744,-0.05090114,0.10793573
T4_C12.S208,-0.526578,-0.05090114,-0.2988296
T4_C1.S120,-0.41065326,-0.05090114,-0.54189825
T4_C2.S128,0.16717938,-0.05090114,0.088671245
T4_C3.S136,-0.73095536,-0.05090114,-0.6172844
T4_C4.S144,0.22413577,-0.05090114,-0.018331872
T4_C6.S160,-0.21819735,-0.05090114,-0.60048604
T4_C7.S168,-0.3011526,-0.05090114,-0.712723
T4_C8.S176,0.46909836,-0.05090114,0.13361995
T4_C9.S184,-0.51142925,-0.05090114,-0.59792304
T4_D10.S193,-0.46107516,-0.05090114,-0.510369
T4_D11.S201,0.0083276555,-0.05090114,0.66398764
T4_D12.S209,-0.15294647,-0.05090114,0.14385112
T4_D2.S129,-0.35376024,-0.05090114,-0.33522138
T4_D3.S137,-0.5140586,-0.05090114,0.24964789
T4_D4.S145,-2.1291776,-0.05090114,-1.833115
T4_D5.S153,-0.47433525,-0.05090114,0.13716792
T4_D6.S161,-0.9399946,-0.05090114,-0.5225167
T4_D7.S169,0.532207,-0.05090114,0.44582197
T4_D8.S177,-0.17395596,-0.05090114,-0.6258771
T4_D9.S185,-0.7340253,-0.05090114,-0.57049984
T4_E10.S194,-0.027049905,-0.05090114,-0.25851178
T4_E11.S202,-0.12359447,-0.05090114,-0.252265
T4_E12.S210,-1.2530448,-0.05090114,-0.6977885
T4_E1.S122,-1.6241837,-0.05090114,-0.66147697
T4_E2.S130,0.28098524,-0.05090114,-0.16989431
T4_E3.S138,-1.4489051,-0.05090114,-1.5259683
T4_E4.S146,-0.01324573,-0.05090114,0.39808604
T4_E5.S154,0.31517857,-0.05090114,0.00068469543
T4_E6.S162,-0.4205909,-0.05090114,-0.32247987
T4_E7.S170,-2.0618718,-0.05090114,-1.8944551
T4_E8.S178,-2.2844272,-0.05090114,-2.478401
T4_E9.S186,-0.74575067,-0.05090114,-0.15723167
T4_F10.S195,-2.2608354,-0.05090114,-2.108469
T4_F11.S203,-0.7502291,-0.05090114,-0.58115226
T4_F12.S211,-0.35185966,-0.05090114,0.107445195
T4_F2.S131,-2.305159,-0.05090114,-2.3537924
T4_F3.S139,-1.0440949,-0.05090114,-1.3039848
T4_F4.S147,-0.59281313,-0.05090114,-0.7916784
T4_F5.S155,0.117563464,-0.05090114,0.8215511
T4_F6.S163,-0.72039247,-0.05090114,-1.2249191
T4_F7.S171,-0.43643528,-0.05090114,-0.32560593
T4_F8.S179,-1.265591,-0.05090114,-0.9540025
T4_F9.S187,-1.9900835,-0.05090114,-1.7050742
T4_G10.S196,0.22702998,-0.05090114,0.16943808
T4_G11.S204,-0.5519051,-0.05090114,-0.4881861
T4_G12.S212,-0.0898259,-0.05090114,0.79853
T4_G1.S124,-0.53698254,-0.05090114,-0.6260769
T4_G2.S132,0.6049682,-0.05090114,0.79730874
T4_G3.S140,1.0478058,-0.05090114,1.2450536
T4_G4.S148,0.7155615,-0.05090114,0.48520505
T4_G5.S156,-0.55184174,-0.05090114,-0.7913286
T4_G6.S164,-0.59495085,-0.05090114,-0.6799259
T4_G8.S180,-0.47012365,-0.05090114,-0.6609051
T4_G9.S188,-0.27668154,-0.05090114,-0.03110024
T4_H11.S205,-0.57170314,-0.05090114,-0.557149
T4_H1.S125,-1.263622,-0.05090114,-1.3893794
T4_H2.S133,-0.23427244,-0.05090114,0.15259938
T4_H3.S141,-0.8321544,-0.05090114,-1.6419152
T4_H4.S149,0.8354607,-0.05090114,0.61141676
T4_H5.S157,0.22660124,-0.05090114,-0.29418528
T4_H8.S181,-0.29280663,-0.05090114,-0.93402255
T4_A11.S81,-0.39368162,-0.05090114,-1.072581
T4_A14.S73,-0.19282871,-0.05090114,-0.32473308
T4_A1.S1,0.1640307,-0.05090114,0.38401583
T4_A2.S9,-0.1060406,-0.05090114,0.04301521
T4_A6.S41,-0.08049126,-0.05090114,-0.05314913
T4_A7.S49,-1.347873,-0.05090114,-0.1801718
T4_B11.S82,-0.33544397,-0.05090114,-0.406516
T4_B12.S90,0.43532088,-0.05090114,0.67884934
T4_B14.S74,-0.1635782,-0.05090114,-0.54645485
T4_B1.S2,-1.1607918,-0.05090114,-0.15976675
T4_B2.S10,-0.46772155,-0.05090114,-0.44499016
T4_B3.S18,-0.86706555,-0.05090114,-0.45642662
T4_B4.S26,-0.2772459,10.497918,-0.3861187
T4_B6.S42,-1.403533,-0.05090114,-0.7855034
T4_B7.S50,1.4967492,-0.05090114,0.96677333
T4_B9.S66,0.63971555,-0.05090114,0.5614142
T4_C11.S83,0.114253886,-0.05090114,-0.25250372
T4_C12.S91,0.4562462,-0.05090114,0.30358073
T4_C14.S75,-2.1311617,-0.05090114,-2.1733694
T4_C1.S3,0.43901315,-0.05090114,0.8228558
T4_C2.S11,0.020771364,-0.05090114,-0.9890146
T4_C3.S19,-0.12334396,-0.05090114,-0.27940527
T4_C5.S35,-0.5050403,-0.05090114,0.02544938
T4_C6.S43,-2.0716343,-0.05090114,-2.0858707
T4_C7.S51,-1.6507202,-0.05090114,-1.773508
T4_C8.S59,0.01885988,-0.05090114,-0.48206165
T4_C9.S67,-0.59608656,-0.05090114,-0.5038099
T4_D11.S84,-1.951533,-0.05090114,-1.95685
T4_D12.S92,0.17998151,-0.05090114,0.85589904
T4_D14.S76,0.21885034,-0.05090114,0.6867711
T4_D1.S4,0.5748478,-0.05090114,0.56674254
T4_D2.S12,-1.4505658,-0.05090114,-1.4124546
T4_D3.S20,0.06747178,-0.05090114,0.18303613
T4_D4.S28,-0.8467524,-0.05090114,-0.8874424
T4_D7.S52,-0.57373494,-0.05090114,0.24530347
T4_D9.S68,0.6520221,-0.05090114,0.63828295
T4_E14.S77,-0.79193795,-0.05090114,-0.69950837
T4_E1.S5,-0.121615656,-0.05090114,0.5897594
T4_E2.S13,-0.03201204,-0.05090114,0.081874155
T4_E3.S21,-0.093384005,-0.05090114,-0.33483163
T4_E4.S29,-1.1523958,-0.05090114,-0.40030563
T4_E5.S37,-0.37334144,-0.05090114,0.24193339
T4_E6.S45,-0.44627044,-0.05090114,-0.5707619
T4_E7.S53,0.15140036,-0.05090114,-0.1199805
T4_E8.S61,-0.1955942,-0.05090114,0.20571986
T4_E9.S69,-0.13317911,-0.05090114,-0.058291774
T4_F11.S86,1.0533289,-0.05090114,0.6436325
T4_F12.S94,0.52541214,-0.05090114,0.4189201
T4_F14.S78,-1.0905703,-0.05090114,-1.1895561
T4_F1.S6,-0.31371957,-0.05090114,-0.66642797
T4_F3.S22,-0.8273264,-0.05090114,-0.76670647
T4_F5.S38,0.2742007,-0.05090114,0.3096942
T4_F6.S46,0.806335,-0.05090114,0.48701653
T4_F7.S54,-0.602576,-0.05090114,-0.5082276
T4_F8.S62,-0.48264855,-0.05090114,0.4166241
T4_F9.S70,-0.039354496,-0.05090114,-0.23017615
T4_G11.S87,-0.2355923,-0.05090114,-0.21836126
T4_G12.S95,0.0008549944,-0.05090114,-0.074212
T4_G14.S79,-0.020246584,-0.05090114,-0.06146556
T4_G2.S15,-0.06427459,-0.05090114,0.7590415
T4_G3.S23,-1.5471123,-0.05090114,-1.2245028
T4_G6.S47,-0.52407545,-0.05090114,0.22193682
T4_G7.S55,0.66437125,-0.05090114,0.70352954
T4_G8.S63,0.22732702,-0.05090114,0.17182672
T4_G9.S71,1.2806609,-0.05090114,1.1909803
T4_H11.S88,-2.8822887,-0.05090114,-2.7983608
T4_H1.S8,-1.1677619,-0.05090114,-1.0847931
T4_H2.S16,-0.72355646,-0.05090114,-0.6917645
T4_H4.S32,-1.5522914,-0.05090114,-2.8824637
T4_H5.S40,-1.7499369,-0.05090114,-1.8711073
T28_A10.S286,0.3804339,-0.05090114,0.34204462
T28_A11.S294,-0.9497869,-0.05090114,-1.6946895
T28_A12.S302,-0.20464021,-0.05090114,0.13329068
T28_A1.S214,0.12528713,-0.05090114,0.43323362
T28_A5.S246,-0.9940545,-0.05090114,-0.9449335
T28_A6.S254,0.8772307,-0.05090114,0.5438657
T28_A7.S262,0.37017742,-0.05090114,-0.0910072
T28_A8.S270,0.003844752,-0.05090114,0.08666667
T28_B11.S295,-0.39832243,-0.05090114,-0.49767986
T28_B12.S303,-0.7121252,-0.05090114,-0.11793066
T28_B3.S231,0.55175704,-0.05090114,0.6371381
T28_B4.S239,-0.7037668,-0.05090114,0.7573581
T28_B5.S247,-0.1538579,-0.05090114,0.18038295
T28_B6.S255,-0.7312128,-0.05090114,0.12111506
T28_C1.S216,-1.0105685,-0.05090114,-0.5212944
T28_C2.S224,-1.3089848,-0.05090114,-0.7740528
T28_C5.S248,-1.5404967,-0.05090114,-1.4813178
T28_C6.S256,-2.3068423,-0.05090114,-1.7957928
T28_C8.S272,-1.2845341,-0.05090114,-1.7546202
T28_C9.S280,-0.4881508,-0.05090114,-0.8762503
T28_D11.S297,-0.453952,-0.05090114,-0.54793495
T28_D12.S305,0.42392176,-0.05090114,0.3405313
T28_D1.S217,-0.7941403,-0.05090114,-0.18575618
T28_D3.S233,-0.29959905,-0.05090114,0.1293406
T28_D4.S241,-0.5200797,-0.05090114,-0.032433204
T28_D6.S257,-1.511218,-0.05090114,-1.1201961
T28_D7.S265,-0.90940267,-0.05090114,-0.8577299
T28_D8.S273,-0.88458234,-0.05090114,-1.0051796
T28_E12.S306,0.30111992,-0.05090114,0.31687924
T28_E2.S226,-1.2609665,-0.05090114,-1.0175476
T28_E3.S234,-1.153765,-0.05090114,-1.3422648
